date,c2_workouts,c2_distance_m,c2_work_time_s,c2_avg_watts,c2_avg_hr,c2_total_cal,whoop_workouts,whoop_duration_min,whoop_activity_strain,whoop_energy_cal,whoop_avg_hr,whoop_max_hr,whoop_recovery_pct,whoop_rhr_bpm,whoop_hrv_ms,whoop_skin_temp_c,whoop_blood_oxygen_pct,whoop_day_strain,whoop_day_energy_cal,whoop_sleep_performance_pct,whoop_sleep_efficiency_pct,whoop_asleep_min,whoop_in_bed_min,whoop_light_sleep_min,whoop_deep_sleep_min,whoop_rem_sleep_min,whoop_awake_min,whoop_sleep_need_min,whoop_sleep_debt_min,apple_Body temperature(degF),apple_Event: High heart rate,apple_Event: Irregular heart rhythm,apple_Event: Low heart rate,apple_Heart rate(count/min),apple_Heart rate variability (SDNN)(ms),apple_Respiratory Rate(count/min),apple_Resting heart rate(count/min),apple_State of Mind(Valence),apple_Time REM(hr),apple_Time asleep(hr),apple_Time awake(hr),apple_Time core(hr),apple_Time deep(hr),apple_Time in bed(hr),apple_Time in daylight(min),apple_VO2 Max(mL/min·kg),apple_Walking asymmetry percentage(%),apple_Walking double support percentage(%),apple_Walking heart rate average(count/min),apple_Walking speed(mi/hr),apple_Walking steadiness(%),apple_Walking steadiness notification,apple_Walking step length(in),apple_Wrist temperature(degF)
2022-03-07,,,,,,,,,,,,,70.0,47.0,60.0,33.9,96.82,8.2,2641.0,85.0,79.0,388.0,424.0,205.0,100.0,83.0,36.0,411.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-08,,,,,,,,,,,,,,,,,,,,,,395.0,497.0,132.0,113.0,150.0,102.0,467.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-22,,,,,,,,,,,,,56.0,45.0,51.0,34.9,96.35,,1668.0,100.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23,,,,,,,,,,,,,78.0,48.0,66.0,34.01,97.42,2.2,1761.0,100.0,87.0,507.0,523.0,415.0,50.0,42.0,16.0,481.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24,,,,,,,,,,,,,62.0,47.0,49.0,34.2,95.95,4.1,1871.0,100.0,90.0,488.0,554.0,275.0,86.0,127.0,66.0,448.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25,,,,,,,,,,,,,1.0,62.0,38.0,33.6,95.0,4.4,1757.0,14.0,97.0,483.0,541.0,314.0,86.0,83.0,58.0,449.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,,,,,,,,,,,,,79.0,47.0,69.0,34.54,97.72,4.0,1553.0,100.0,83.0,557.0,587.0,391.0,57.0,109.0,30.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27,,,,,,,,,,,,,48.0,47.0,52.0,34.2,97.86,5.5,1587.0,100.0,81.0,422.0,510.0,166.0,125.0,131.0,88.0,388.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-28,,,,,,,,,,,,,43.0,47.0,49.0,35.0,96.34,4.0,1738.0,87.0,92.0,555.0,684.0,365.0,123.0,67.0,129.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-29,,,,,,,,,,,,,67.0,46.0,59.0,33.9,98.33,,1795.0,98.0,89.0,395.0,437.0,304.0,67.0,24.0,42.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30,,,,,,,,,,,,,58.0,46.0,53.0,34.2,96.69,5.6,1843.0,98.0,91.0,467.0,527.0,275.0,82.0,110.0,60.0,479.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,,,,,,,,,,,,,56.0,45.0,51.0,34.0,96.12,17.9,2592.0,86.0,87.0,445.0,485.0,325.0,66.0,54.0,40.0,453.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,,,,,,,1.0,55.0,17.7,901.0,162.0,184.0,63.0,50.0,58.0,34.4,97.68,13.2,2392.0,87.0,95.0,395.0,452.0,267.0,67.0,61.0,57.0,457.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02,,,,,,,1.0,31.0,12.5,420.0,148.0,168.0,80.0,48.0,62.0,33.4,96.81,3.4,1562.0,94.0,95.0,464.0,498.0,247.0,57.0,160.0,34.0,537.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-03,,,,,,,,,,,,,72.0,46.0,57.0,34.7,95.76,4.0,1731.0,100.0,88.0,473.0,501.0,365.0,61.0,47.0,28.0,502.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04,,,,,,,,,,,,,34.0,50.0,44.0,34.2,96.18,5.0,2065.0,87.0,95.0,484.0,555.0,314.0,79.0,91.0,71.0,467.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05,,,,,,,,,,,,,,,,,,,,,,389.0,409.0,291.0,57.0,41.0,20.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06,,,,,,,,,,,,,27.0,44.0,41.0,34.98,97.71,4.1,1067.0,53.0,97.0,255.0,263.0,133.0,50.0,72.0,8.0,480.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-08,,,,,,,,,,,,,66.0,62.0,55.0,34.6,95.63,4.75,1398.5,100.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,,,,,,,,,,,,,,,,,,,,,,971.0,1153.0,692.0,204.0,75.0,182.0,503.0,52.5,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,,,,,,,,,,,,,93.0,51.0,77.0,34.91,96.05,5.3,458.0,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-24,,,,,,,,,,,,,,,,,,,,,,509.0,543.0,342.0,73.0,94.0,34.0,485.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,,,,,,,,,,,,,64.5,49.0,60.0,34.18,96.3,3.8499999999999996,1430.0,56.0,94.0,54.0,69.0,33.0,21.0,0.0,15.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,,,,,,,,,,,,,98.0,50.0,84.0,33.6,96.21,4.1,1701.0,100.0,95.0,478.0,506.0,222.0,101.0,155.0,28.0,395.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-07,,,,,,,,,,,,,43.0,64.0,31.0,34.0,95.48,5.9,1865.0,100.0,86.0,524.0,550.0,298.0,100.0,126.0,26.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-08,,,,,,,,,,,,,66.0,58.0,52.0,34.7,97.69,5.6,1758.0,100.0,91.0,561.0,654.0,326.0,139.0,96.0,93.0,450.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,,,,,,,,,,,,,,,,,,,,,,409.0,459.0,289.0,106.0,14.0,50.0,373.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,,,,,,,,,,,,,,,,,,0.9,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,,,,,,,,,,,,,78.0,49.0,65.0,34.29,97.5,4.25,1312.0,89.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,,,,,,,,,,,,,77.0,48.0,63.0,34.3,97.53,4.2,1834.0,100.0,87.0,400.0,454.0,296.0,52.0,52.0,54.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,,,,,,,,,,,,,85.0,52.0,73.0,34.01,95.5,2.5,1793.0,82.0,97.0,516.0,588.0,318.0,89.0,109.0,72.0,475.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,,,,,,,,,,,,,75.0,48.0,66.0,34.3,96.19,4.7,1686.0,84.0,92.0,370.0,381.0,216.0,69.0,85.0,11.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,,,,,,,,,,,,,38.0,63.0,39.0,34.7,97.02,9.7,2073.0,100.0,81.0,411.0,457.0,244.0,79.0,88.0,46.0,490.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,,,,,,,,,,,,,87.0,59.0,81.0,34.43,96.76,4.6,1707.0,100.0,92.0,548.0,672.0,378.0,132.0,38.0,124.0,486.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22,,,,,,,,,,,,,3.0,69.0,37.0,34.56,93.09,4.5,1753.0,61.0,70.0,602.0,650.0,381.0,108.0,113.0,48.0,459.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,,,,,,,,,,,,,18.0,64.0,37.0,34.31,95.67,5.5,1943.0,86.0,86.0,275.0,393.0,160.0,67.0,48.0,118.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24,,,,,,,,,,,,,81.0,53.0,75.0,33.55,95.17,5.2,1784.0,80.0,90.0,460.0,533.0,279.0,99.0,82.0,73.0,538.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25,,,,,,,,,,,,,28.0,66.0,37.0,34.5,96.43,5.4,1797.0,78.0,86.0,394.0,448.0,237.0,68.0,89.0,54.0,492.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,,,,,,,,,,,,,95.0,52.0,82.0,34.9,96.63,0.3,751.0,81.0,91.0,385.0,445.0,226.0,113.0,46.0,60.0,496.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,,,,,,,,,,,,,,,,,,,,,,405.0,443.0,310.0,42.0,53.0,38.0,501.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,,,,,,,,,,,,,,,,,,4.0,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,,,,,,,,,,,,,61.0,51.0,57.0,33.2,96.57,1.9,701.0,83.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,,,,,,,,,,,,,,,,,,,,,,417.0,478.0,194.0,90.0,133.0,61.0,505.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,,,,,,,,,,,,,,,,,,0.1,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-31,,,,,,,,,,,,,71.0,49.0,56.5,34.0,96.16999999999999,4.65,1564.5,84.5,92.0,335.0,374.0,225.0,81.0,29.0,39.0,484.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,,,,,,,,,,,,,56.0,46.0,42.0,33.52,96.8,12.8,2099.0,93.0,95.0,565.0,610.0,375.0,98.0,92.0,45.0,520.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-02,,,,,,,1.0,22.0,12.6,340.0,160.0,180.0,65.0,46.0,49.0,34.3,95.66,4.9,1406.0,100.0,93.0,418.0,449.0,326.0,54.0,38.0,31.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-03,,,,,,,,,,,,,63.0,47.0,47.0,33.6,97.61,4.9,1755.0,100.0,83.0,529.0,572.0,398.0,92.0,39.0,43.0,491.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-04,,,,,,,,,,,,,71.0,45.0,55.0,34.0,97.15,1.8,1808.0,100.0,92.0,519.0,619.0,349.0,95.0,75.0,100.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-05,,,,,,,,,,,,,73.0,44.0,56.0,33.51,95.62,4.1,961.0,100.0,89.0,606.0,654.0,417.0,118.0,71.0,48.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-06,,,,,,,,,,,,,,,,,,,,,,587.0,670.0,379.0,121.0,87.0,83.0,449.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-07,,,,,,,,,,,,,82.0,42.0,53.0,33.2,95.71,3.4000000000000004,1365.0,100.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-08,,,,,,,,,,,,,94.0,43.0,59.0,34.4,96.06,4.3,1000.0,98.0,93.0,454.0,485.0,274.0,102.0,78.0,31.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09,,,,,,,,,,,,,,,,,,,,,,440.0,472.0,288.0,75.0,77.0,32.0,449.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,,,,,,,,,,,,,,,,,,10.7,1467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-22,,,,,,,,,,,,,96.0,49.0,61.0,32.7,95.23,9.4,1419.0,100.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-23,,,,,,,1.0,32.0,13.9,479.0,155.0,185.0,50.0,66.0,41.0,34.02,94.98,6.1,1996.0,100.0,83.0,548.0,629.0,377.0,96.0,75.0,81.0,454.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-24,,,,,,,,,,,,,98.0,51.0,103.0,33.64,96.37,4.2,1762.0,96.0,93.0,515.0,619.0,340.0,85.0,90.0,104.0,485.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,,,,,,,,,,,,,87.0,48.0,79.0,33.2,95.57,15.3,2543.0,100.0,94.0,433.0,468.0,309.0,60.0,64.0,35.0,452.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26,,,,,,,1.0,39.0,14.9,600.0,157.0,176.0,81.0,46.0,74.0,34.0,96.28,4.6,1838.0,100.0,95.0,557.0,592.0,381.0,94.0,82.0,35.0,459.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,,,,,,,,,,,,,83.0,45.0,81.0,33.4,96.67,4.3,1692.0,100.0,94.0,551.0,589.0,352.0,88.0,111.0,38.0,486.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-28,,,,,,,,,,,,,47.0,52.0,55.0,33.9,95.39,5.3,822.0,100.0,87.0,524.0,562.0,264.0,116.0,144.0,38.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-29,,,,,,,,,,,,,,,,,,,,,,514.0,587.0,305.0,114.0,95.0,73.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-28,,,,,,,,,,,,,1.0,51.0,63.0,32.2,97.67,4.5,1357.5,17.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29,,,,,,,,,,,,,96.0,49.0,77.0,34.1,97.29,5.2,1731.0,98.0,89.0,424.0,490.0,340.0,37.0,47.0,66.0,502.5,34.5,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30,,,,,,,,,,,,,96.0,54.0,77.0,34.3,95.5,4.1,1131.0,100.0,93.0,423.0,485.0,266.0,88.0,69.0,62.0,432.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,,,,,,,,,,,,,,,,,,,,,,592.0,635.0,362.0,87.0,143.0,43.0,457.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-07,,,,,,,,,,,,,96.0,51.0,105.0,35.0,96.53,2.9000000000000004,1004.5,84.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-08,,,,,,,,,,,,,62.0,47.0,65.0,33.8,96.0,6.3,695.0,81.0,92.0,407.0,441.0,272.0,56.0,79.0,34.0,484.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-09,,,,,,,,,,,,,,,,,,,,,,394.0,426.0,231.0,78.0,85.0,32.0,486.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,,,,,,,1.0,45.0,16.1,701.0,158.0,184.0,95.0,51.0,79.0,34.0,95.63,11.8,1619.5,76.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16,,,,,,,,,,,,,94.0,52.0,77.0,33.68,96.35,5.2,1751.0,79.0,98.0,400.0,416.0,289.0,43.0,68.0,16.0,528.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17,,,,,,,,,,,,,88.0,48.0,69.0,33.8,95.92,7.0,1883.0,100.0,97.0,472.0,500.0,342.0,84.0,46.0,28.0,509.0,56.5,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,,,,,,,,,,,,,66.0,53.0,50.0,33.8,96.53,6.7,1833.0,100.0,86.0,570.0,592.0,445.0,92.0,33.0,22.0,436.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19,,,,,,,,,,,,,22.0,71.0,61.0,34.2,96.25,7.6,1070.0,30.0,82.0,818.0,959.0,497.0,203.0,118.0,139.0,430.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,,,,,,,,,,,,,,,,,,,,,,162.0,196.0,105.0,24.0,33.0,34.0,536.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24,,,,,,,,,,,,,98.0,56.0,82.0,34.4,96.64,6.75,1454.0,95.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25,,,,,,,,,,,,,63.0,65.0,49.0,34.6,94.31,11.3,2293.0,100.0,90.0,508.0,568.0,294.0,116.0,98.0,60.0,535.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26,,,,,,,,,,,,,97.0,52.0,82.0,34.08,96.14,5.6,1963.0,91.0,91.0,579.0,642.0,353.0,124.0,102.0,63.0,472.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,,,,,,,,,,,,,96.0,52.0,111.0,34.73,95.72,4.7,1682.0,85.0,97.0,424.0,463.0,284.0,83.0,57.0,35.0,464.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-28,,,,,,,,,,,,,67.0,47.0,74.0,33.8,94.88,4.7,1957.0,89.0,97.0,405.0,416.0,331.0,57.0,17.0,11.0,477.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,,,,,,,,,,,,,79.0,47.0,92.0,34.4,96.42,4.4,1739.0,74.0,91.0,429.0,445.0,330.0,42.0,57.0,16.0,484.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,,,,,,,,,,,,,86.0,49.0,97.0,34.21,96.25,4.3,1787.0,94.0,98.0,349.0,381.0,280.0,52.0,17.0,32.0,475.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-03,,,,,,,,,,,,,64.0,51.0,80.0,34.03,95.52,4.1,1785.0,100.0,88.0,475.0,494.0,234.0,92.0,149.0,19.0,508.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-04,,,,,,,,,,,,,71.0,49.0,85.0,33.9,97.68,4.7,1785.0,100.0,95.0,488.0,553.0,301.0,111.0,76.0,65.0,467.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-05,,,,,,,,,,,,,27.0,63.0,47.0,33.99,96.26,4.6,1811.0,100.0,88.0,502.0,527.0,315.0,114.0,73.0,25.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,,,,,,,,,,,,,40.0,49.0,57.0,34.1,96.8,4.6,1849.0,99.0,88.0,547.0,615.0,294.0,97.0,156.0,68.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-07,,,,,,,,,,,,,65.0,50.0,77.0,34.37,96.4,5.0,1732.0,100.0,93.0,444.0,518.0,352.0,70.0,22.0,74.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-08,,,,,,,,,,,,,29.0,58.0,45.0,34.35,94.88,5.9,1932.0,96.0,86.0,455.0,489.0,296.0,78.0,81.0,34.0,453.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,,,,,,,,,,,,,1.0,55.0,56.0,30.82,,5.0,1784.0,14.0,83.0,499.0,578.0,304.0,120.0,75.0,79.0,457.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-10,,,,,,,,,,,,,71.0,57.0,74.0,34.3,96.36,8.7,2045.0,100.0,87.0,541.0,664.0,283.0,118.0,140.0,123.0,423.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-11,,,,,,,,,,,,,89.0,51.0,87.0,33.96,95.78,8.5,2036.0,100.0,91.0,597.0,685.0,403.0,63.0,131.0,88.0,387.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12,,,,,,,,,,,,,59.0,51.0,66.0,34.0,95.4,6.7,1972.0,100.0,87.0,580.0,634.0,316.0,129.0,135.0,54.0,456.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-13,,,,,,,,,,,,,92.0,51.0,94.0,34.2,95.92,5.8,1804.0,86.0,94.0,516.0,589.0,353.0,90.0,73.0,73.0,456.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14,,,,,,,,,,,,,42.0,56.0,61.0,33.8,96.5,9.0,2005.0,82.0,92.0,390.0,415.0,264.0,68.0,58.0,25.0,453.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-15,,,,,,,,,,,,,1.0,65.0,49.0,,,6.9,1992.0,16.0,97.0,394.0,429.0,151.0,100.0,143.0,35.0,483.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-16,,,,,,,,,,,,,78.0,50.0,79.0,34.24,96.37,6.5,1826.0,100.0,94.0,591.0,688.0,341.0,103.0,147.0,97.0,474.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-17,,,,,,,,,,,,,88.0,53.0,89.0,34.1,96.44,0.1,726.0,100.0,93.0,563.0,596.0,274.0,116.0,173.0,33.0,380.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,,,,,,,,,,,,,,,,,,,,,,517.0,564.0,274.0,115.0,128.0,47.0,452.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22,,,,,,,,,,,,,1.0,56.0,123.0,,,5.7,1475.0,13.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-23,,,,,,,,,,,,,1.0,72.0,45.0,30.43,,7.2,1871.0,11.0,91.0,414.0,437.0,236.0,106.0,72.0,23.0,476.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-24,,,,,,,,,,,,,64.0,58.0,68.0,34.29,95.56,6.1,1973.0,100.0,81.0,550.0,689.0,315.0,102.0,133.0,139.0,445.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-25,,,,,,,,,,,,,,,,,,1.7,173.0,,,669.0,832.0,433.0,123.0,113.0,163.0,405.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,,,,,,,1.0,42.0,15.5,653.0,159.0,186.0,95.0,56.0,84.0,33.5,96.05,17.4,2406.5,76.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-02,,,,,,,1.0,46.0,17.1,780.0,166.0,189.0,72.0,61.0,60.0,34.5,95.95,16.8,2612.0,86.0,95.0,399.0,449.0,255.0,110.0,34.0,50.0,529.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,,,,,,,1.0,40.0,15.7,645.0,164.0,187.0,79.0,60.0,66.0,34.6,96.35,15.6,2549.0,92.0,88.0,484.0,515.0,403.0,76.0,5.0,31.0,563.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04,,,,,,,1.0,43.0,14.6,621.0,156.0,181.0,98.0,58.0,86.0,33.4,97.32,7.8,1948.0,96.0,95.0,497.0,572.0,326.0,106.0,65.0,75.0,537.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05,,,,,,,,,,,,,98.0,53.0,102.0,34.0,95.86,6.5,1952.0,100.0,92.0,490.0,516.0,329.0,66.0,95.0,26.0,511.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-06,,,,,,,,,,,,,65.0,58.0,75.0,33.5,96.72,5.6,1798.0,100.0,86.0,526.0,576.0,322.0,102.0,102.0,50.0,466.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-07,,,,,,,,,,,,,92.0,60.0,98.0,34.4,95.93,4.2,1823.0,100.0,95.0,596.0,687.0,281.0,167.0,148.0,91.0,452.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,,,,,,,,,,,,,83.0,57.0,94.0,34.1,95.79,4.9,1858.0,100.0,91.0,492.0,515.0,324.0,97.0,71.0,23.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09,,,,,,,,,,,,,88.0,52.0,99.0,34.2,95.72,5.5,1793.0,100.0,94.0,476.0,524.0,336.0,90.0,50.0,48.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-10,,,,,,,,,,,,,27.0,66.0,53.0,34.6,96.8,6.8,1941.0,90.0,83.0,459.0,492.0,336.0,66.0,57.0,33.0,450.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-11,,,,,,,,,,,,,18.0,71.0,60.0,34.9,96.95,5.0,1063.0,100.0,79.0,406.0,490.0,256.0,89.0,61.0,84.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12,,,,,,,,,,,,,,,,,,,,,,481.0,603.0,321.0,111.0,49.0,122.0,475.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,,,,,,,,,,,,,67.0,50.0,76.0,33.6,97.32,4.05,1087.0,87.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,,,,,,,,,,,,,30.0,62.0,44.0,32.73,94.86,7.1,1926.0,82.0,91.0,422.0,473.0,237.0,85.0,100.0,51.0,483.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,,,,,,,,,,,,,44.0,65.0,54.0,33.29,96.25,5.7,1859.0,98.0,81.0,397.0,434.0,287.0,76.0,34.0,37.0,484.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,,,,,,,,,,,,,67.0,54.0,73.0,34.16,96.02,5.1,1870.0,100.0,86.0,481.0,595.0,322.0,77.0,82.0,114.0,493.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-04,,,,,,,,,,,,,78.0,52.0,82.0,33.8,96.22,4.4,1795.0,98.0,83.0,550.0,634.0,401.0,101.0,48.0,84.0,457.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-05,,,,,,,,,,,,,47.0,56.0,61.0,32.9,97.38,4.5,1806.0,100.0,85.0,439.0,526.0,298.0,109.0,32.0,87.0,451.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-06,,,,,,,,,,,,,,,,,,,,,,490.0,576.0,225.0,132.0,133.0,86.0,456.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
