Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2023-07-06 21:08:57,2023-07-07 23:43:50,UTC-07:00,95,53,80,33.34,95.13,7.5,2176,145,66,2023-07-06 21:08:57,2023-07-07 08:16:06,100,13.6,596,667,321,151,124,71,451,0,91,
2023-07-05 21:02:49,2023-07-06 21:08:57,UTC-07:00,98,53,85,34.20,95.82,5.7,1916,146,70,2023-07-05 21:02:49,2023-07-06 07:14:42,100,13.4,542,591,375,89,78,49,483,0,92,
2023-07-05 00:00:00,2023-07-05 21:02:49,UTC-07:00,,,,,,0.1,148,99,69,,,,,,,,,,,,,,
2023-06-05 21:24:16,2023-06-06 21:24:16,UTC-07:00,47,56,61,32.90,97.38,4.5,1806,125,65,2023-06-05 21:24:16,2023-06-06 07:03:27,100,14.4,490,576,225,132,133,86,456,5,85,87
2023-06-04 21:30:42,2023-06-05 21:24:16,UTC-07:00,78,52,82,33.80,96.22,4.4,1795,118,60,2023-06-04 21:30:42,2023-06-05 06:23:02,98,14.0,439,526,298,109,32,87,451,0,83,81
2023-06-03 21:15:42,2023-06-04 21:30:42,UTC-07:00,67,54,73,34.16,96.02,5.1,1870,123,62,2023-06-03 21:15:42,2023-06-04 07:50:13,100,13.9,550,634,401,101,48,84,457,5,86,77
2023-06-02 21:34:53,2023-06-03 21:15:42,UTC-07:00,44,65,54,33.29,96.25,5.7,1859,127,69,2023-06-02 21:34:53,2023-06-03 07:30:54,98,15.2,481,595,322,77,82,114,493,40,81,
2023-06-01 22:00:19,2023-06-02 21:34:53,UTC-07:00,30,62,44,32.73,94.86,7.1,1926,132,70,2023-06-01 22:00:19,2023-06-02 05:24:27,82,14.9,397,434,287,76,34,37,484,29,91,
2023-05-31 21:50:11,2023-06-01 22:00:19,UTC-07:00,67,50,76,33.60,97.32,8.1,2001,137,67,2023-05-31 21:50:11,2023-06-01 05:43:38,87,14.5,422,473,237,85,100,51,483,0,89,
2023-05-31 00:00:00,2023-05-31 21:50:11,UTC-07:00,,,,,,0.0,173,100,57,,,,,,,,,,,,,,
2023-05-11 20:43:54,2023-05-12 20:43:54,UTC-07:00,18,71,60,34.90,96.95,5.0,1063,136,73,2023-05-11 20:43:54,2023-05-12 06:47:08,100,16.2,481,603,321,111,49,122,475,22,79,78
2023-05-10 20:42:51,2023-05-11 20:43:54,UTC-07:00,27,66,53,34.60,96.80,6.8,1941,141,73,2023-05-10 20:42:51,2023-05-11 05:09:27,90,15.6,406,490,256,89,61,84,451,0,83,82
2023-05-09 21:30:47,2023-05-10 20:42:51,UTC-07:00,88,52,99,34.20,95.72,5.5,1793,136,66,2023-05-09 21:30:47,2023-05-10 05:42:59,100,14.5,459,492,336,66,57,33,450,0,94,80
2023-05-08 21:07:40,2023-05-09 21:30:47,UTC-07:00,83,57,94,34.10,95.79,4.9,1858,129,64,2023-05-08 21:07:40,2023-05-09 05:52:03,100,14.5,476,524,336,90,50,48,450,0,91,76
2023-05-07 20:49:21,2023-05-08 21:07:40,UTC-07:00,92,60,98,34.40,95.93,4.2,1823,113,67,2023-05-07 20:49:21,2023-05-08 05:24:08,100,14.3,492,515,324,97,71,23,451,0,95,65
2023-05-06 21:36:17,2023-05-07 20:49:21,UTC-07:00,65,58,75,33.50,96.72,5.6,1798,137,68,2023-05-06 21:36:17,2023-05-07 09:03:12,100,14.9,596,687,281,167,148,91,452,0,86,63
2023-05-05 20:51:29,2023-05-06 21:36:17,UTC-07:00,98,53,102,34.00,95.86,6.5,1952,132,67,2023-05-05 20:51:29,2023-05-06 06:31:13,100,13.8,526,576,322,102,102,50,466,11,92,90
2023-05-04 21:09:35,2023-05-05 20:51:29,UTC-07:00,98,58,86,33.40,97.32,7.8,1948,133,69,2023-05-04 21:09:35,2023-05-05 05:58:26,96,14.6,490,516,329,66,95,26,511,23,95,87
2023-05-03 20:56:01,2023-05-04 21:09:35,UTC-07:00,79,60,66,34.60,96.35,15.6,2549,181,76,2023-05-03 20:56:01,2023-05-04 06:28:33,92,14.4,497,572,326,106,65,75,537,40,88,
2023-05-02 21:08:00,2023-05-03 20:56:01,UTC-07:00,72,61,60,34.50,95.95,16.8,2612,187,78,2023-05-02 21:08:00,2023-05-03 05:43:44,86,14.5,484,515,403,76,5,31,563,53,95,
2023-05-01 21:36:47,2023-05-02 21:08:00,UTC-07:00,95,56,84,33.50,96.05,18.5,3019,189,76,2023-05-01 21:36:47,2023-05-02 05:13:54,76,14.0,399,449,255,110,34,50,529,0,90,
2023-05-01 00:00:00,2023-05-01 21:36:47,UTC-07:00,,,,,,16.3,1794,186,82,,,,,,,,,,,,,,
2023-03-25 21:15:54,2023-03-26 21:15:54,UTC-07:00,,,,,,1.7,173,98,76,,,,,,,,,,,,,,
2023-03-24 19:50:47,2023-03-25 21:15:54,UTC-07:00,64,58,68,34.29,95.56,6.1,1973,118,66,2023-03-24 19:50:47,2023-03-25 09:42:19,100,14.7,669,832,433,123,113,163,405,0,81,
2023-03-23 20:43:35,2023-03-24 19:50:47,UTC-07:00,1,72,45,30.43,,7.2,1871,130,71,2023-03-24 11:37:38,2023-03-24 12:40:36,11,16.8,48,63,48,0,0,15,452,0,91,
2023-03-22 22:22:25,2023-03-23 20:43:35,UTC-07:00,1,56,123,,,5.4,1708,125,68,2023-03-23 14:17:28,2023-03-23 15:19:37,13,15.8,62,62,62,0,0,0,500,49,100,
2023-03-22 00:00:00,2023-03-22 22:22:25,UTC-07:00,,,,,,6.0,1242,150,69,,,,,,,,,,,,,,
2023-03-17 20:22:01,2023-03-18 20:22:01,UTC-07:00,88,53,89,34.10,96.44,0.1,726,94,67,2023-03-17 20:22:01,2023-03-18 05:46:18,100,14.2,517,564,274,115,128,47,452,0,93,73
2023-03-16 21:06:10,2023-03-17 20:22:01,UTC-07:00,78,50,79,34.24,96.37,6.5,1826,121,64,2023-03-16 21:06:10,2023-03-17 07:02:41,100,13.9,563,596,274,116,173,33,380,0,94,64
2023-03-15 20:29:07,2023-03-16 21:06:10,UTC-07:00,1,65,49,,,6.9,1992,127,71,2023-03-16 13:42:31,2023-03-16 14:56:33,16,17.5,72,74,64,0,8,2,452,0,97,
2023-03-14 20:55:57,2023-03-15 20:29:07,UTC-07:00,42,56,61,33.80,96.50,9.0,2005,129,70,2023-03-14 20:55:57,2023-03-15 04:04:42,82,14.4,394,429,151,100,143,35,483,31,92,64
2023-03-13 21:53:05,2023-03-14 20:55:57,UTC-07:00,92,51,94,34.20,95.92,5.8,1804,126,67,2023-03-13 21:53:05,2023-03-14 04:50:46,86,14.0,390,415,264,68,58,25,453,0,94,74
2023-03-12 20:03:03,2023-03-13 20:53:05,UTC-08:00,59,51,66,34.00,95.40,6.7,1972,124,65,2023-03-12 20:03:03,2023-03-13 05:52:20,100,14.1,516,589,353,90,73,73,456,0,87,80
2023-03-11 20:12:37,2023-03-12 20:03:03,UTC-08:00,89,51,87,33.96,95.78,8.5,2036,147,61,2023-03-11 20:12:37,2023-03-12 06:46:36,100,14.6,580,634,316,129,135,54,456,0,91,69
2023-03-10 20:05:51,2023-03-11 20:12:37,UTC-08:00,71,57,74,34.30,96.36,8.7,2045,138,68,2023-03-10 20:05:51,2023-03-11 07:31:15,100,15.1,597,685,403,63,131,88,387,0,87,62
2023-03-09 20:32:43,2023-03-10 20:05:51,UTC-08:00,1,55,56,30.82,,5.0,1784,115,61,2023-03-10 15:24:11,2023-03-10 16:40:36,14,17.2,63,76,56,0,7,13,450,0,83,
2023-03-08 19:41:08,2023-03-09 20:32:43,UTC-08:00,29,58,45,34.35,94.88,5.9,1932,132,66,2023-03-08 19:41:08,2023-03-09 04:10:47,96,14.4,433,510,246,112,75,77,451,0,86,78
2023-03-07 20:57:31,2023-03-08 19:41:08,UTC-08:00,65,50,77,34.37,96.40,5.0,1732,120,62,2023-03-07 20:57:31,2023-03-08 05:06:21,100,13.9,455,489,296,78,81,34,453,2,93,84
2023-03-06 20:30:05,2023-03-07 20:57:31,UTC-08:00,40,49,57,34.10,96.80,4.6,1849,128,61,2023-03-06 20:30:05,2023-03-07 05:23:36,99,14.0,444,518,352,70,22,74,450,0,88,86
2023-03-05 20:22:43,2023-03-06 20:30:05,UTC-08:00,27,63,47,33.99,96.26,4.6,1811,124,67,2023-03-05 20:22:43,2023-03-06 06:38:32,100,15.0,547,615,294,97,156,68,450,0,88,80
2023-03-04 20:55:50,2023-03-05 20:22:43,UTC-08:00,71,49,85,33.90,97.68,4.7,1785,125,61,2023-03-04 20:55:50,2023-03-05 05:43:07,100,14.2,502,527,315,114,73,25,450,0,95,80
2023-03-03 21:16:48,2023-03-04 20:55:50,UTC-08:00,64,51,80,34.03,95.52,4.1,1785,116,58,2023-03-03 21:16:48,2023-03-04 06:32:55,100,14.2,488,553,301,111,76,65,467,17,88,78
2023-03-02 21:33:35,2023-03-03 21:16:48,UTC-08:00,86,49,97,34.21,96.25,4.3,1787,130,58,2023-03-02 21:33:35,2023-03-03 06:00:40,94,13.7,475,494,234,92,149,19,508,58,98,78
2023-03-01 22:31:13,2023-03-02 21:33:35,UTC-08:00,79,47,92,34.40,96.42,4.4,1739,118,61,2023-03-01 22:31:13,2023-03-02 04:52:23,74,14.1,349,381,280,52,17,32,475,24,91,72
2023-02-28 20:52:38,2023-03-01 22:31:13,UTC-08:00,67,47,74,33.80,94.88,4.7,1957,123,60,2023-02-28 20:52:38,2023-03-01 04:24:27,89,13.5,429,445,330,42,57,16,484,33,97,77
2023-02-27 22:49:24,2023-02-28 20:52:38,UTC-08:00,96,52,111,34.73,95.72,4.7,1682,122,62,2023-02-27 22:49:24,2023-02-28 05:45:39,85,14.0,405,416,331,57,17,11,477,25,97,69
2023-02-26 21:37:28,2023-02-27 22:49:24,UTC-08:00,97,52,82,34.08,96.14,5.6,1963,120,62,2023-02-26 21:37:28,2023-02-27 05:21:05,91,14.3,424,463,284,83,57,35,464,0,91,
2023-02-25 20:16:41,2023-02-26 21:37:28,UTC-08:00,63,65,49,34.60,94.31,11.3,2293,137,73,2023-02-25 20:16:41,2023-02-26 07:03:10,100,14.7,579,642,353,124,102,63,472,14,90,
2023-02-24 20:59:25,2023-02-25 20:16:41,UTC-08:00,98,56,82,34.40,96.64,9.1,2026,133,70,2023-02-24 20:59:25,2023-02-25 06:29:57,95,14.6,508,568,294,116,98,60,535,85,89,
2023-02-24 00:00:00,2023-02-24 20:59:25,UTC-08:00,,,,,,4.4,882,127,65,,,,,,,,,,,,,,
2023-02-19 19:00:02,2023-02-20 19:00:02,UTC-08:00,22,71,61,34.20,96.25,7.6,1070,143,75,2023-02-20 01:51:58,2023-02-20 05:07:35,30,16.4,162,196,105,24,33,34,536,85,82,
2023-02-18 20:09:37,2023-02-19 19:00:02,UTC-08:00,66,53,50,33.80,96.53,6.7,1833,173,62,2023-02-18 20:09:37,2023-02-19 06:10:00,100,14.9,511,600,296,139,76,87,453,0,86,55
2023-02-17 21:36:32,2023-02-18 20:09:37,UTC-08:00,88,48,69,33.80,95.92,7.0,1883,130,60,2023-02-17 21:36:32,2023-02-18 07:31:06,100,14.1,570,592,445,92,33,22,436,60,97,
2023-02-16 22:46:46,2023-02-17 21:36:32,UTC-08:00,94,52,77,33.68,96.35,5.2,1751,138,60,2023-02-16 22:46:46,2023-02-17 05:44:57,79,14.4,398,417,268,84,46,19,507,53,98,
2023-02-15 21:38:00,2023-02-16 22:46:46,UTC-08:00,95,51,79,34.00,95.63,7.3,2055,124,64,2023-02-15 21:38:00,2023-02-16 04:34:15,76,14.4,400,416,289,43,68,16,528,0,96,
2023-02-15 00:00:00,2023-02-15 21:38:00,UTC-08:00,,,,,,16.3,1184,184,85,,,,,,,,,,,,,,
2022-12-08 21:09:27,2022-12-09 20:50:09,UTC-08:00,62,47,65,33.80,96.00,6.3,695,165,108,2022-12-08 21:09:27,2022-12-09 04:22:08,81,13.6,394,426,231,78,85,32,486,35,92,
2022-12-07 20:50:09,2022-12-08 21:09:27,UTC-08:00,96,51,105,35.00,96.53,4.7,1853,136,57,2022-12-07 20:50:09,2022-12-08 04:17:10,84,14.8,407,441,272,56,79,34,484,0,92,
2022-12-07 00:00:00,2022-12-07 20:50:09,UTC-08:00,,,,,,1.1,156,107,71,,,,,,,,,,,,,,
2022-09-30 21:34:07,2022-10-01 21:34:07,UTC-07:00,96,54,77,34.30,95.50,4.1,1131,113,83,2022-09-30 21:34:07,2022-10-01 08:09:04,100,15.5,592,635,362,87,143,43,457,5,93,
2022-09-29 22:50:30,2022-09-30 21:34:07,UTC-07:00,96,49,77,34.10,97.29,5.2,1731,134,61,2022-09-29 22:50:30,2022-09-30 06:58:51,98,14.1,423,485,266,88,69,62,432,69,89,
2022-09-28 23:04:52,2022-09-29 22:50:30,UTC-07:00,1,51,63,32.20,97.67,4.6,1823,118,58,2022-09-29 14:09:57,2022-09-29 15:53:17,17,17.5,88,103,70,5,13,15,520,69,85,
2022-09-28 00:00:00,2022-09-28 23:04:52,UTC-07:00,,,,,,4.4,892,107,63,,,,,,,,,,,,,,
2022-08-28 21:20:23,2022-08-29 21:20:23,UTC-07:00,47,52,55,33.90,95.39,5.3,822,170,63,2022-08-28 21:20:23,2022-08-29 07:07:16,100,14.5,514,587,305,114,95,73,450,0,87,77
2022-08-27 22:48:18,2022-08-28 21:20:23,UTC-07:00,83,45,81,33.40,96.67,4.3,1692,128,56,2022-08-27 22:48:18,2022-08-28 08:10:40,100,14.2,524,562,264,116,144,38,450,0,94,73
2022-08-26 22:31:55,2022-08-27 22:48:18,UTC-07:00,81,46,74,34.00,96.28,4.6,1838,113,57,2022-08-26 22:31:55,2022-08-27 08:20:43,100,13.8,551,589,352,88,111,38,486,0,95,63
2022-08-25 21:02:22,2022-08-26 22:31:55,UTC-07:00,87,48,79,33.20,95.57,15.3,2543,176,59,2022-08-25 21:02:22,2022-08-26 06:55:07,100,14.9,557,592,381,94,82,35,459,8,94,82
2022-08-24 21:40:46,2022-08-25 21:02:22,UTC-07:00,98,51,103,33.64,96.37,4.2,1762,107,58,2022-08-24 21:40:46,2022-08-25 05:31:20,96,14.9,433,468,309,60,64,35,452,0,93,
2022-08-23 20:09:51,2022-08-24 21:40:46,UTC-07:00,50,66,41,34.02,94.98,6.1,1996,128,69,2022-08-23 20:09:51,2022-08-24 06:29:25,100,15.7,515,619,340,85,90,104,485,0,83,
2022-08-22 20:54:16,2022-08-23 20:09:51,UTC-07:00,96,49,61,32.70,95.23,15.0,2376,185,64,2022-08-22 20:54:16,2022-08-23 07:24:15,100,15.3,548,629,377,96,75,81,454,4,87,
2022-08-22 00:00:00,2022-08-22 20:54:16,UTC-07:00,,,,,,3.8,462,107,64,,,,,,,,,,,,,,
2022-08-13 00:00:00,2022-08-14 00:00:00,UTC-07:00,,,,,,10.7,1467,155,68,,,,,,,,,,,,,,
2022-08-08 21:06:23,2022-08-09 21:06:23,UTC-04:00,94,43,59,34.40,96.06,4.3,1000,134,74,2022-08-08 21:06:23,2022-08-09 05:13:46,98,14.5,440,472,288,75,77,32,449,0,93,55
2022-08-07 22:25:10,2022-08-08 21:06:23,UTC-04:00,82,42,53,33.20,95.71,2.4,1693,98,51,2022-08-07 22:25:10,2022-08-08 06:30:09,100,14.4,454,485,274,102,78,31,450,0,94,47
2022-08-07 00:00:00,2022-08-07 22:25:10,UTC-04:00,,,,,,4.4,1037,110,67,,,,,,,,,,,,,,
2022-08-05 20:04:35,2022-08-07 00:00:00,UTC-04:00,73,44,56,33.51,95.62,4.1,961,128,63,2022-08-05 20:04:35,2022-08-06 07:14:37,100,14.4,587,670,379,121,87,83,449,0,89,83
2022-08-04 19:58:36,2022-08-05 20:04:35,UTC-04:00,71,45,55,34.00,97.15,1.8,1808,114,53,2022-08-04 19:58:36,2022-08-05 07:04:00,100,14.9,606,654,417,118,71,48,451,0,92,70
2022-08-03 21:09:20,2022-08-04 19:58:36,UTC-04:00,63,47,47,33.60,97.61,4.9,1755,179,57,2022-08-03 21:09:20,2022-08-04 07:28:25,100,14.3,519,619,349,95,75,100,451,0,83,70
2022-08-02 20:59:38,2022-08-03 21:09:20,UTC-04:00,65,46,49,34.30,95.66,4.9,1406,119,58,2022-08-02 20:59:38,2022-08-03 06:41:42,100,14.2,529,572,398,92,39,43,491,20,93,55
2022-08-01 21:38:31,2022-08-02 20:59:38,UTC-04:00,56,46,42,33.52,96.80,12.8,2099,180,64,2022-08-01 21:38:31,2022-08-02 05:18:02,93,14.9,418,449,326,54,38,31,450,0,95,
2022-07-31 22:56:54,2022-08-01 21:38:31,UTC-04:00,66,50,50,34.20,95.88,4.3,1722,134,57,2022-07-31 22:56:54,2022-08-01 09:12:09,100,14.1,565,610,375,98,92,45,520,69,93,
2022-07-31 01:48:14,2022-07-31 22:56:54,UTC-04:00,76,48,63,33.80,96.46,5.0,1407,131,66,2022-07-31 01:48:14,2022-07-31 08:07:57,69,14.2,335,374,225,81,29,39,484,0,91,
2022-07-30 00:00:00,2022-07-30 22:48:14,UTC-07:00,,,,,,0.1,248,106,59,,,,,,,,,,,,,,
2022-06-15 00:00:00,2022-06-16 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14 00:00:00,2022-06-15 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13 00:00:00,2022-06-14 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07 21:46:10,2022-06-08 15:46:10,UTC-07:00,61,51,57,33.20,96.57,1.9,701,106,52,2022-06-07 21:46:10,2022-06-08 05:52:12,83,14.8,417,478,194,90,133,61,505,54,88,
2022-06-06 00:00:00,2022-06-07 21:46:10,UTC-07:00,,,,,,4.0,870,109,64,,,,,,,,,,,,,,
2022-05-26 21:32:17,2022-05-27 21:32:17,UTC-07:00,95,52,82,34.90,96.63,0.3,751,100,59,2022-05-26 21:32:17,2022-05-27 05:07:28,81,14.3,405,443,310,42,53,38,501,49,91,85
2022-05-25 21:58:04,2022-05-26 21:32:17,UTC-07:00,28,66,37,34.50,96.43,5.4,1797,129,66,2022-05-25 21:58:04,2022-05-26 05:23:35,78,14.8,385,445,226,113,46,60,496,44,86,76
2022-05-24 22:03:55,2022-05-25 21:58:04,UTC-07:00,81,53,75,33.55,95.17,5.2,1784,128,63,2022-05-24 22:03:55,2022-05-25 05:32:55,80,13.8,394,448,237,68,89,54,492,40,90,64
2022-05-23 20:32:22,2022-05-24 22:03:55,UTC-07:00,18,64,37,34.31,95.67,5.5,1943,153,67,2022-05-23 20:32:22,2022-05-24 05:26:09,86,15.5,460,533,279,99,82,73,538,87,86,62
2022-05-22 20:47:39,2022-05-23 20:32:22,UTC-07:00,3,69,37,34.56,93.09,4.5,1753,127,69,2022-05-22 20:47:39,2022-05-23 03:21:17,61,15.6,275,393,160,67,48,118,451,0,70,71
2022-05-21 21:28:17,2022-05-22 20:47:39,UTC-07:00,87,59,81,34.43,96.76,4.6,1707,119,64,2022-05-21 21:28:17,2022-05-22 08:19:09,100,14.2,602,650,381,108,113,48,459,0,92,71
2022-05-20 20:51:01,2022-05-21 21:28:17,UTC-07:00,38,63,39,34.70,97.02,9.7,2073,175,70,2022-05-20 20:51:01,2022-05-21 08:03:14,100,14.6,548,672,378,132,38,124,486,35,81,61
2022-05-19 22:14:20,2022-05-20 20:51:01,UTC-07:00,75,48,66,34.30,96.19,4.7,1686,127,58,2022-05-19 22:14:20,2022-05-20 05:51:53,84,13.8,411,457,244,79,88,46,490,40,92,77
2022-05-18 21:42:58,2022-05-19 22:14:20,UTC-07:00,85,52,73,34.01,95.50,2.5,1793,111,58,2022-05-18 21:42:58,2022-05-19 04:04:26,82,13.5,370,381,216,69,85,11,450,0,97,
2022-05-17 20:33:13,2022-05-18 21:42:58,UTC-07:00,77,48,63,34.30,97.53,4.2,1834,124,56,2022-05-17 20:33:13,2022-05-18 06:27:46,100,13.7,516,588,318,89,109,72,475,24,87,
2022-05-16 22:25:49,2022-05-17 20:33:13,UTC-07:00,78,49,65,34.29,97.50,4.4,1631,125,58,2022-05-16 22:25:49,2022-05-17 06:00:46,89,14.3,400,454,296,52,52,54,450,0,90,
2022-05-16 00:00:00,2022-05-16 22:25:49,UTC-07:00,,,,,,4.1,993,120,63,,,,,,,,,,,,,,
2022-05-14 00:00:00,2022-05-15 00:00:00,UTC-07:00,,,,,,0.9,33,96,67,,,,,,,,,,,,,,
2022-05-08 21:34:23,2022-05-09 20:59:51,UTC-07:00,66,58,52,34.70,97.69,5.6,1758,176,63,2022-05-08 21:34:23,2022-05-09 05:19:13,100,14.6,409,459,289,106,14,50,373,0,91,69
2022-05-07 20:59:51,2022-05-08 21:34:23,UTC-07:00,43,64,31,34.00,95.48,5.9,1865,128,68,2022-05-07 20:59:51,2022-05-08 06:17:02,100,14.5,483,557,273,115,95,74,450,0,86,
2022-05-06 21:50:43,2022-05-07 20:59:51,UTC-07:00,98,50,84,33.60,96.21,4.1,1701,118,57,2022-05-06 21:50:43,2022-05-07 07:01:14,100,14.4,524,550,298,100,126,26,450,0,95,
2022-05-05 21:38:49,2022-05-06 21:50:43,UTC-07:00,96,48,77,33.90,96.60,3.6,1758,105,56,2022-05-05 21:38:49,2022-05-06 06:13:02,100,13.8,478,506,222,101,155,28,395,0,96,
2022-05-05 00:00:00,2022-05-05 21:38:49,UTC-07:00,33,50,43,34.46,96.00,4.1,1102,111,58,2022-05-05 13:31:20,2022-05-05 14:41:35,12,15.1,54,69,33,21,0,15,450,0,92,
2022-04-23 21:16:56,2022-04-24 21:16:56,UTC-07:00,93,51,77,34.91,96.05,6.5,804,175,69,2022-04-23 21:16:56,2022-04-24 06:32:02,100,13.8,509,543,342,73,94,34,485,0,93,
2022-04-23 00:00:00,2022-04-23 21:16:56,UTC-07:00,,,,,,4.1,112,117,63,,,,,,,,,,,,,,
2022-04-08 19:51:51,2022-04-09 19:51:51,UTC-07:00,66,62,55,34.60,95.63,5.0,1834,130,65,2022-04-08 19:51:51,2022-04-09 11:09:28,100,15.4,748,918,496,184,68,170,556,105,81,
2022-04-08 00:00:00,2022-04-08 19:51:51,UTC-07:00,,,,,,4.5,963,125,58,,,,,,,,,,,,,,
2022-04-06 01:03:51,2022-04-06 21:18:42,UTC-07:00,27,44,41,34.98,97.71,4.1,1067,128,62,2022-04-06 01:03:51,2022-04-06 05:40:41,53,14.2,255,263,133,50,72,8,480,29,97,47
2022-04-04 21:18:42,2022-04-06 01:03:51,UTC-07:00,34,50,44,34.20,96.18,5.0,2065,161,56,2022-04-04 21:18:42,2022-04-05 04:07:53,87,14.3,389,409,291,57,41,20,450,0,95,77
2022-04-03 21:26:39,2022-04-04 21:18:42,UTC-07:00,72,46,57,34.70,95.76,4.0,1731,111,52,2022-04-03 21:26:39,2022-04-04 06:42:55,100,15.1,484,555,314,79,91,71,467,17,88,63
2022-04-02 23:54:49,2022-04-03 21:26:39,UTC-07:00,80,48,62,33.40,96.81,3.4,1562,106,54,2022-04-02 23:54:49,2022-04-03 08:20:38,94,14.1,473,501,365,61,47,28,502,29,95,65
2022-04-01 21:56:55,2022-04-02 23:54:49,UTC-07:00,63,50,58,34.40,97.68,13.2,2392,168,55,2022-04-01 21:56:55,2022-04-02 06:14:58,87,14.6,464,498,247,57,160,34,537,31,95,86
2022-03-31 23:04:24,2022-04-01 21:56:55,UTC-07:00,56,45,51,34.00,96.12,17.9,2592,184,60,2022-03-31 23:04:24,2022-04-01 06:36:13,86,14.5,395,452,267,67,61,57,457,5,87,83
2022-03-30 22:41:06,2022-03-31 23:04:24,UTC-07:00,58,46,53,34.20,96.69,5.6,1843,159,54,2022-03-30 22:41:06,2022-03-31 06:47:06,98,14.1,445,485,325,66,54,40,453,5,91,81
2022-03-29 22:10:28,2022-03-30 22:41:06,UTC-07:00,67,46,59,33.90,98.33,,1795,97,53,2022-03-29 22:10:28,2022-03-30 07:03:19,98,13.9,467,527,275,82,110,60,479,29,89,77
2022-03-28 22:18:54,2022-03-29 22:10:28,UTC-07:00,43,47,49,35.00,96.34,4.0,1738,113,55,2022-03-28 22:18:54,2022-03-29 05:37:49,87,15.4,395,437,304,67,24,42,451,0,92,76
2022-03-27 19:53:51,2022-03-28 22:18:54,UTC-07:00,48,47,52,34.20,97.86,5.5,1587,170,54,2022-03-27 19:53:51,2022-03-28 07:20:33,100,15.3,555,684,365,123,67,129,450,0,81,64
2022-03-26 22:36:20,2022-03-27 19:53:51,UTC-07:00,79,47,69,34.54,97.72,4.0,1553,107,53,2022-03-26 22:36:20,2022-03-27 07:09:23,100,14.3,422,510,166,125,131,88,388,0,83,68
2022-03-25 22:49:45,2022-03-26 22:36:20,UTC-07:00,1,62,38,33.60,95.00,4.4,1757,124,55,2022-03-26 13:48:36,2022-03-26 14:55:29,14,17.8,62,67,55,0,7,5,450,0,97,
2022-03-24 21:16:19,2022-03-25 22:49:45,UTC-07:00,62,47,49,34.20,95.95,4.1,1871,111,53,2022-03-24 21:16:19,2022-03-25 06:21:02,100,14.6,483,541,314,86,83,58,449,0,90,
2022-03-23 20:52:32,2022-03-24 21:16:19,UTC-07:00,78,48,66,34.01,97.42,2.2,1761,99,53,2022-03-23 20:52:32,2022-03-24 06:18:01,100,15.7,488,554,275,86,127,66,448,0,87,
2022-03-22 21:56:11,2022-03-23 20:52:32,UTC-07:00,56,45,51,34.90,96.35,,1668,96,50,2022-03-22 21:56:11,2022-03-23 06:42:55,100,14.8,507,523,415,50,42,16,481,33,96,
2022-03-14 00:00:00,2022-03-15 00:00:00,UTC-07:00,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09 12:56:18,2022-03-10 06:56:18,UTC-07:00,,,,,,,418,84,60,,,,,,,,,,,,,,
2022-03-07 21:34:17,2022-03-09 11:56:18,UTC-08:00,70,47,60,33.90,96.82,8.2,2641,180,76,2022-03-07 21:34:17,2022-03-08 05:51:32,85,15.2,395,497,132,113,150,102,467,17,79,75
2022-03-06 21:59:06,2022-03-07 21:34:17,UTC-08:00,26,52,43,34.25,96.70,4.0,1711,115,53,2022-03-06 21:59:06,2022-03-07 05:06:48,94,15.6,388,424,205,100,83,36,411,23,94,70
2022-03-05 21:46:06,2022-03-06 21:59:06,UTC-08:00,39,49,66,34.50,98.00,3.1,1765,109,50,2022-03-06 12:55:49,2022-03-06 14:06:42,13,16.6,61,71,61,0,0,10,472,23,86,
2022-03-04 20:50:48,2022-03-05 21:46:06,UTC-08:00,69,43,55,34.00,97.45,20.1,3451,179,60,2022-03-04 20:50:48,2022-03-05 07:30:45,100,14.8,553,640,283,118,152,87,508,57,86,
2022-03-03 22:36:01,2022-03-04 20:50:48,UTC-08:00,64,45,55,34.50,96.11,4.6,1646,170,52,2022-03-03 22:36:01,2022-03-04 06:21:15,80,14.9,422,465,274,64,84,43,526,48,92,
2022-03-03 00:00:00,2022-03-03 22:36:01,UTC-08:00,,,,,,13.9,938,168,52,,,,,,,,,,,,,,
2022-02-28 21:42:27,2022-03-01 21:42:27,UTC-08:00,63,43,53,33.90,95.86,4.2,1598,112,50,2022-02-28 21:42:27,2022-03-01 06:17:00,83,14.3,474,514,305,119,50,40,568,118,92,64
2022-02-28 00:35:14,2022-02-28 21:42:27,UTC-08:00,23,47,37,34.10,98.08,2.1,1535,99,51,2022-02-28 00:35:14,2022-02-28 04:53:25,47,14.8,235,258,167,68,0,23,502,51,94,74
