Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled
2021-07-21 21:53:13,2021-07-22 23:31:17,UTC-07:00,2021-07-22 18:12:25,2021-07-22 18:58:30,46,15.5,640.0,186,151,4,5,24,30,34,false
2021-07-19 23:08:44,2021-07-20 21:20:33,UTC-07:00,2021-07-20 17:57:57,2021-07-20 18:49:28,51,16.3,772.0,180,158,0,1,14,56,29,false
2021-07-18 22:38:44,2021-07-19 23:08:44,UTC-07:00,2021-07-19 17:46:51,2021-07-19 18:37:53,51,16.0,751.0,182,156,0,1,24,57,18,false
2021-07-14 23:50:26,2021-07-15 22:55:57,UTC-07:00,2021-07-15 21:43:21,2021-07-15 22:25:26,42,10.3,421.0,150,132,0,22,78,0,0,false
2021-07-13 21:21:46,2021-07-14 23:50:26,UTC-07:00,2021-07-14 21:44:49,2021-07-14 22:38:52,54,12.1,574.0,141,134,0,4,96,0,0,false
2021-07-09 22:49:17,2021-07-10 21:55:23,UTC-07:00,2021-07-10 18:48:34,2021-07-10 18:49:53,1,4.4,17.0,167,146,0,0,35,65,0,false
2021-07-09 22:49:17,2021-07-10 21:55:23,UTC-07:00,2021-07-10 18:02:00,2021-07-10 18:41:00,39,14.4,554.0,180,153,0,2,25,51,21,false
2021-07-08 22:01:12,2021-07-09 22:49:17,UTC-07:00,2021-07-09 17:52:00,2021-07-09 18:37:40,45,15.5,625.0,186,150,10,11,2,53,23,false
2021-07-08 00:21:49,2021-07-08 22:01:12,UTC-07:00,2021-07-08 17:24:52,2021-07-08 18:07:57,43,14.9,635.0,179,155,0,0,11,82,7,false
2021-07-06 21:18:34,2021-07-08 00:21:49,UTC-07:00,2021-07-07 21:33:00,2021-07-07 22:18:00,45,15.2,647.0,185,153,0,1,29,52,17,false
2021-07-05 21:59:12,2021-07-06 21:18:34,UTC-07:00,2021-07-06 17:23:40,2021-07-06 17:56:30,32,15.1,541.0,183,164,0,0,2,54,44,false
2021-07-05 21:59:12,2021-07-06 21:18:34,UTC-07:00,2021-07-06 08:12:00,2021-07-06 08:28:00,16,4.7,69.0,135,100,47,38,1,0,0,false
2021-07-04 22:08:40,2021-07-05 21:59:12,UTC-07:00,2021-07-05 19:02:00,2021-07-05 19:52:00,50,12.5,534.0,155,133,1,8,64,20,0,false
2021-07-01 21:13:45,2021-07-02 23:23:03,UTC-07:00,2021-07-02 21:52:00,2021-07-02 22:29:00,37,13.7,487.0,176,146,5,6,21,49,15,false
2021-06-30 22:35:32,2021-07-01 21:13:45,UTC-07:00,2021-07-01 18:52:00,2021-07-01 19:33:25,41,14.7,593.0,181,152,1,2,34,42,21,false
2021-06-29 23:34:16,2021-06-30 22:35:32,UTC-07:00,2021-06-30 10:37:34,2021-06-30 11:21:31,43,15.1,629.0,177,152,0,13,8,70,9,false
2021-06-28 22:08:11,2021-06-29 23:34:16,UTC-07:00,2021-06-29 20:28:00,2021-06-29 21:18:00,50,4.1,69.0,118,76,5,1,0,0,0,false
2021-06-27 21:53:23,2021-06-28 22:08:11,UTC-07:00,2021-06-28 06:36:49,2021-06-28 06:57:28,20,11.9,308.0,177,156,0,1,10,77,12,false
2021-06-26 23:28:26,2021-06-27 21:53:23,UTC-07:00,2021-06-27 07:59:42,2021-06-27 08:43:44,44,14.0,548.0,180,144,7,18,24,36,15,false
2021-06-24 23:17:06,2021-06-26 00:08:48,UTC-07:00,2021-06-25 22:12:00,2021-06-25 22:52:00,40,13.4,487.0,176,145,1,12,27,44,14,false
2021-06-24 00:00:00,2021-06-24 23:17:06,UTC-07:00,2021-06-24 21:36:00,2021-06-24 22:26:00,50,13.5,612.0,171,146,0,1,55,41,2,false
